,0
5041,"Vasilevskiy, Lightning shut out Jackets"
5042,NHL roundup: Karlsson makes history in Sharks' win
5043,Karlsson breaks Sharks' point-streak record in win over Kings
5044,Gaudreau scores twice to lift Flames past Blackhawks
5045,Predators shut out Leafs behind Rinne again
5046,Dubnyk stops 32 shots as Wild blank Habs
5047,"Binnington, Blues send Flyers to seventh straight loss"
5048,Trump associate Felix Sater's testimony postponed to March 27
5049,Trump says he feels very badly for former campaign chairman Manafort
5050,Democrats weigh risks of pushing tax probe into Trump's businesses
5051,"Binnington, Blues send Flyers to seventh straight loss"
5052,NHL roundup: Pacioretty wins it again as Knights edge Devils
5053,"Strome, Blackhawks snap Penguins' win streak"
5054,"Just shut out, Oilers rebound to blank Ducks"
5055,Kempny lifts Capitals past Red Wings
5056,"Pacioretty plays hero again, Vegas wins sixth straight"
5057,Five Jets score in 5-1 rout of Stars
5058,Sharks reward F Radil with 1-year extension
5059,Coyotes blitz reeling Rangers for 5-0 victory
5060,"Williams, Hurricanes hand Sens 8th straight loss"
5061,Manafort's luxurious life nowhere in sight at sentencing
5062,Manafort says his life is 'professionally and financially in shambles'
5063,Michael Cohen sues Trump Organization for unpaid legal fees
5064,"Kane, Sharks end Lightning's points streak"
5065,Hutchinson stops 28 as Leafs blank Canucks
5066,Subban helps Predators beat his former team
5067,Kings reach milestones in shutting out Oilers
5068,"Eberle, Boychuk rally red-hot Isles past Blues"
5069,Hutchinson stops 28 as Leafs blank Canucks
5070,"Rask, Bruins beat Sabres for fourth straight win"
5071,Subban helps Predators beat his former team
5072,Jets F Ehlers out until mid-February
5073,Spurgeon scores twice as Wild top Senators
5074,U.S. senators offer resolution backing Canada on Huawei CFO
5075,"Trump is open to talking again with North Korea, Bolton says"
5076,Justice Department taps Mueller prosecutor to enforce foreign lobbying disclosure
5077,Brodie's overtime tally lifts Flames over Flyers
5078,NHL names four coaches for All-Star Game
5079,NHL roundup: Penguins win eighth straight
5080,"Hurricanes jump to early lead, beat Blue Jackets"
5081,"Fleury, Knights edge Ducks"
5082,"Palmieri, Stafford lead Devils to shootout win over Coyotes"
5083,Seguin outscores Capitals as Stars win in OT
5084,"MacKinnon, Rantanen lead Avalanche over Rangers"
5085,Larkin's OT goal lifts Red Wings over Predators
5086,Penguins' Murray silences Jets for 3rd shutout
5087,"U.S. faces 'crisis' at southern border, Nielsen says"
5088,Democrats accuse Trump of slow-walking hotel documents request
5089,Cohen cooperative during second day of House intel hearings: chairman
5090,Canucks' Pettersson unlikely to play Saturday
5091,"NHL roundup: Habs' Price returns, blanks Canucks"
5092,Skinner scores twice as Sabres edge Panthers
5093,Toews' first goal lifts Isles past Blackhawks in OT
5094,"Streaking Lightning strike early, rout Kings"
5095,Habs G Price shuts out Canucks in return
5096,Teravainen helps Canes hold off reeling Flyers
5097,"DeBrusk, Marchand lead Bruins over Flames"
5098,Blues ride scoring surge past Caps
5099,NHL notebook: Devils extend Hynes
5100,"Former NY Mayor Bloomberg to forgo 2020 White House bid, will focus on climate change"
5101,U.S. judge faults ex-Trump adviser Stone's book that may violate gag order
5102,Beyond the report: Mueller's Russia probe designed to live on
5103,"Canadiens' Price, Armia returning; Shaw to IR"
5104,Parise completes Wild comeback against Leafs
5105,Parise completes Wild comeback against Leafs
5106,Devils sign coach Hynes to multiyear extension
5107,NHL roundup: Canucks drop Senators in OT
5108,"Bruins, off high of outdoor win, head home to face Flames"
5109,Sharks hold off skidding Avalanche
5110,Oilers snap 6-game skid as McDavid nets pair
5111,Heiskanan's 2 goals help Stars top Devils
5112,Pettersson's 3 goals do trick as Canucks beat Sens in OT
5113,U.S. attorney general faces daunting decision on release of Russia report
5114,Senate to vote on Green New Deal: Republican leader
5115,"T-Mobile spent $195,000 at Trump Hotel in D.C. since merger announcement"
5116,"Penguins streak past Rangers, win 7th straight"
5117,Ovechkin to skip All-Star Game
5118,NHL roundup: Bruins best Blackhawks in Winter Classic
5119,Hot Knights shut out Kings behind Fleury
5120,Bruins defeat Blackhawks in NHL Winter Classic
5121,Arvidsson tallies twice as Preds blank Flyers
5122,Flyers F Lehtera charged with buying drugs in Finland
5123,"NHL announces 2019-20 outdoor games, All-Star Weekend"
5124,Bruins defeat Blackhawks in Winter Classic
5125,NHL roundup: Another shutout for Devils rookie Blackwood
5126,North Carolina elections board sets new dates for House election
5127,Marriott CEO to testify before U.S. Senate panel on data breach
5128,U.S. housing chief says he will likely step down in 2020: Newsmax
5129,NHL roundup: Another shutout for Devils rookie Blackwood
5130,Lemieux leads Jets to win over Oilers
5131,"Panthers rally, send Wings to 5th straight loss"
5132,Flames earn high-scoring win over Sharks
5133,Petry pulls Habs past Stars in OT
5134,Lightning edge Ducks in OT to cap near-perfect month
5135,Brown's OT breakaway goal lifts Kings over Avs
5136,"Werenski, Dubois guide Jackets past Senators"
5137,"Goalie Lundqvist, Rangers stifle Blues"
5138,"Islanders, Lehner beat Sabres, continue winning ways"
5139,House panels seek details on Trump communications with Russia's Putin
5140,Coal ash contaminates groundwater near most U.S. coal plants: study
5141,Ex-U.S. Attorney General Holder will not seek White House in 2020
5142,"Hurricanes finally find some offense, ground Flyers"
5143,Predators down Capitals to end six-game slide
5144,Predators down Capitals to end six-game slide
5145,Devils rookie Blackwood posts 2nd straight shutout
5146,"Vegas hammers Arizona, moves to tie atop Pacific"
5147,Edler's OT goal drives Canucks past Flames
5148,Coyotes strike quickly in OT to top Ducks
5149,Kane lifts Blackhawks over Avalanche in OT
5150,Rangers hand Predators sixth straight loss
5151,"Crosby, Penguins blast Blues 6-1"
5152,U.S. returns higher diplomatic status to EU's Washington mission
5153,U.S. House panel launches probe into possible obstruction by Trump
5154,"In 2020 battleground state, looming Mueller report could hold dangers for Democrats"
5155,Two late goals get Panthers past Flyers
5156,Erne's late goals lead Lightning over Canadiens
5157,Capitals stay red hot by beating Senators
5158,Kuraly's OT goal leads Bruins to 3-2 win
5159,Barzal nets hat trick as Islanders end Leafs’ streak
5160,Blackwood records first shutout as Devils blank Hurricanes
5161,Wild snap winless streak with road win over Jets
5162,Sharks bombard Oilers in 7-4 shellacking
5163,Golden Knights snap Kings' 4-game win streak
5164,NHL roundup: Leafs take down Jackets
5165,Trump vows executive order requiring 'free speech' at colleges
5166,"Explainer: In Trump-Russia probe, when does collusion become a crime?"
5167,House panel demands Kushner clearance details from White House
5168,NHL suspends Bruins' Backes 3 games for head hit
5169,Islanders storm back to beat Senators
5170,Tatar scores pair as Canadiens top Panthers
5171,Tavares tallies twice as Leafs topple Jackets
5172,NHL - Boston's Backes banned three games for illegal head check
5173,"NHL notebook: Stars CEO reportedly blasts Benn, Sequin"
5174,PREVIEW-MTL-FLA - Preview Test
5175,NHL roundup: Stars' Khudobin stops 49 in shutout
5176,Kings edge Coyotes for 4th straight win
5177,"Knights push past Avalanche, 2-1"
5178,"Back home from Hanoi, Trump faces more political headwinds"
5179,Trump ordered aide to give Kushner security clearance: NY Times
5180,"Senators propose bill to extend biodiesel, other expired tax provisions"
5181,"Burns lifts Sharks past Ducks in 1,000th game"
5182,"Canucks start quickly, overpower Oilers"
5183,Kane's hat trick leads Blackhawks over Wild
5184,Flames ride Gaudreau's hat trick to win over Jets
5185,Stars' Khudobin stops 49 in shutout of Preds
5186,"Lightning blow 3-goal lead, top Flyers in OT"
5187,"Thomas, Blues topple Sabres"
5188,Surging Capitals handle Hurricanes
5189,Devils lead wire-to-wire in 5-2 win over Bruins
5190,"Kessel, Brassard each net pair as Penguins stay hot"
5191,House panel had 'productive' interview with Trump ex-lawyer Cohen
5192,U.S. lawmakers press for oversight of any Saudi nuclear deal
5193,U.S. House takes aim at loose gun-sale checks; passes second bill
5194,Dubois' OT winner leads Jackets over Rangers
5195,NHL notebook: Pens ink Guentzel to five-year extension
5196,NHL suspends Sharks D Karlsson two games
5197,NHL roundup: Streaking Blue Jackets blank Devils
5198,Kings top Vegas in OT for third straight win
5199,Kapanen's OT winner leads Leafs over Wings
5200,"Lee breaks late tie, sends Isles past Stars"
5201,Galchenyuk leads Yotes over Sharks in shootout
5202,Flyers edge Rangers in shootout
5203,Hawryluk's first 2 goals lead Panthers over Hawks
5204,Trump derides 'fake' hearing but says Cohen truthful on 'no collusion'
5205,Beto O'Rourke has made decision about 2020 White House run: report
5206,Senate panel wants Chinese-funded institutes to change or leave U.S.
5207,"Teravainen, Aho score twice each as Hurricanes beat Bruins"
5208,"Bobrovsky, Blue Jackets shut out Devils"
5209,NHL roundup: Leafs rattle Rangers
5210,Streaking Jets ride G Brossoit past Canucks
5211,"Lightning make their points again, whip Oilers"
5212,"Copley makes 35 saves, Caps blank Sens"
5213,Leafs slam Rangers with 4 goals in 3rd period
5214,Stars' Radulov scores to beat Wild with seconds left in OT
5215,"Guentzel's 2, Murray's 0 lift Penguins over Hurricanes"
5216,"Richardson, Coyotes end skid by beating Avalanche"
5217,"Trump ex-lawyer Cohen: drugmaker Novartis wanted him to lobby, he refused"
5218,'Chumps?' Democrats blast Trump diversion of Pentagon money to border wall
5219,What legal risks does Cohen's testimony pose to Trump?
5220,Sabres blank Ducks 3-0 to end two-game skid
5221,Canadiens topple Golden Knights in OT
5222,"Perron, Allen lead Blues past Flames"
5223,Kovalchuk's OT goal pushes Kings past Sharks
5224,Bergeron shines as Bruins beat Predators
5225,"Luongo, Panthers hold off Red Wings"
5226,Blue Jackets edge Flyers for third straight win
5227,NHL roundup: Hall enjoys 4-point night for Devils
5228,Suddenly surging Blackhawks turn back Avalanche
5229,Capitals squeak by Sabres
5230,"Exclusive: House panel seeks to depose Trump tax, ethics attorneys"
5231,Trump says Cohen lying in bid to reduce prison time
5232,Kremlin says Cohen email did not mention Trump's interest in tower project
5233,Capitals squeak by Sabres
5234,Hall's 4-point night helps Devils down Senators
5235,NHL roundup: Lightning top Flames in shootout
5236,Streaking Jets get past Sharks
5237,Vegas' big third period too much for Islanders
5238,Improving Canucks blow out Blues
5239,Red-hot Lightning drop Flames in shootout
5240,"Flyers edge Preds, go to 2-0-0 under Gordon"
5241,Price shines in net as Habs edge Coyotes
5242,"Kane, DeBrincat lead Blackhawks over Stars"
5243,House passes bill rejecting Trump's border wall emergency
5244,Former U.S. AG Whitaker to clarify House testimony: Nadler
5245,U.S. Senate hopes confirmation vote this week on Trump's EPA pick: aide
5246,"Bobrovsky, Blue Jackets hold off Devils"
5247,"Rust scores twice, leads Penguins over Wild"
5248,"Matthews, Tavares lead Leafs in rout over Panthers"
5249,Bernier stops 38 shots as Wings top Hurricanes
5250,"Grubauer, Avalanche hold off Canadiens"
5251,Penguins snap Caps' 5-game winning streak
5252,Sabres place suspended F Berglund on unconditional waivers
5253,"NHL roundup: Hart, Gordon win Flyers debuts"
5254,Lightning earn feisty win over Canucks
5255,"Blues score 3 in third, top Oilers"
5256,U.S. court rejects Stone aide's challenge to special counsel Mueller
5257,Manafort sentencing hearing rescheduled to March 7: court filing
5258,Can a sitting U.S. president face criminal charges?
5259,Rangers ride 3-goal third past Ducks
5260,"Two goals, two goalies lead Stars past Flames"
5261,Isles' Lehner ends slump with win over Coyotes
5262,"Kings end skid, snap Jets' win streak"
5263,"Forsling, Gustafsson lead Hawks over Preds"
5264,Jones saves 26 as Sharks blank Wild
5265,"Hart, Gordon win debuts as Flyers edge Wings"
5266,"Maple Leafs demolish Devils, 7-2"
5267,Dadonov leads late charge as Panthers dump Sabres
5268,NHL roundup: Jackets shut out Knights
5269,Democratic U.S. lawmakers seek ethics probe of top EPA officials
5270,Democrats face hurdles in bid to get full Mueller report
5271,Pivotal New Hampshire primary may come down to Sanders versus Warren
5272,Isles open trip with win over slumping Avs
5273,Chabot's OT winner propels Senators past Predators
5274,"Halak, Bruins blank Canadiens"
5275,Red-hot Ducks power past Penguins
5276,Foligno gives Blue Jackets win over Golden Knights
5277,Flyers fire coach Hakstol; Gordon named interim
5278,Canucks power play cools off Oilers in Vancouver
5279,Blackhawks G Crawford diagnosed with concussion
5280,NHL roundup: Sabres get best of Bruins again
5281,"Sabres win in Boston again behind Skinner, Eichel"
5282,North Carolina orders new U.S. House election after 'tainted' vote
5283,"As 2020 candidates turn left, some Democrats worry about the center"
5284,Trump picks envoy to Canada Kelly Craft for U.N. ambassador
5285,"Scheifele's OT winner lifts Jets over Lightning, into first"
5286,"Sharks overcome slow start, rout Blackhawks"
5287,Tuch's OT winner lifts Golden Knights over Rangers
5288,Mrazek posts shutout as Hurricanes defeat Coyotes
5289,"Gaudreau, Quine lead Flames past Blues"
5290,NHL roundup: Ovechkin gives Capitals shootout win
5291,Johansen's shootout winner lifts Preds over Devils
5292,"Boeser, Canucks cruise past Flyers"
5293,"Landeskog, Rantanen lead Avs over Stars"
